id,name,type,frequency,ac,damageBase,damageType,range,effect,createdAt,updatedAt
398,Pay Day,Normal,Daily,2,4,Physical,Cone 2,"Pay Day scatters metal coins equal in value to 1d8 times the user’s level. If it is a trainer battle, the winner of the battle gets to pick up the coins.",3/5/2021 22:15:12,3/5/2021 22:15:12
399,Perish Song,Normal,Daily,,,Status,"Burst 15, Sonic","Perish Song cannot miss. All targets, including the user, receive a Perish Count of 3. At the beginning of each of the target’s turns, their Perish count is lowered by 1. Once a Perish Count reaches 0, set the Pokémon’s Hit Points to 0. A Perish Count disappears if a target returns to their Poké Ball, Takes a Breather, or is knocked out. Perish Song never causes Massive Damage.",3/5/2021 22:15:12,3/5/2021 22:15:12
400,Play Nice,Normal,At-Will,2,,Status,"6, 1 Target, Social",Play Nice lowers the target’s Attack by 1 Combat Stage.,3/5/2021 22:15:12,3/5/2021 22:15:12
401,Pound,Normal,At-Will,2,4,Physical,"Melee, 1 Target",None,3/5/2021 22:15:12,3/5/2021 22:15:12
402,Present,Normal,EOT,3,,Physical,"4, 1 Target","Roll 1d6; Present has a Damage Base equal to twice the result. On a result of 1, instead of taking damage, the target gains 20 Hit Points.",3/5/2021 22:15:12,3/5/2021 22:15:12
403,Protect,Normal,Scene,,,Status,"Self, Interrupt, Shield, Trigger","If the user is hit by a Move, the user may use Protect. The user is instead not hit by the Move. You do not take any damage nor are you affected by any of the Move’s effects.",3/5/2021 22:15:12,3/5/2021 22:15:12
404,Psych Up,Normal,Scene,,,Status,"6, 1 Target",The user’s Combat Stages are changed to match the target’s Combat Stages. Psych Up cannot miss.,3/5/2021 22:15:12,3/5/2021 22:15:12
405,Quick Attack,Normal,At-Will,2,4,Physical,"Melee, 1 Target, Priority",None.,3/5/2021 22:15:12,3/5/2021 22:15:12
406,Rage,Normal,At-Will,2,2,Physical,"Melee, 1 Target, Spirit Surge","The user becomes Enraged. Until the end of the user’s next turn, if the user is Enraged, the user gains +1 Attack Combat Stage whenever they are damaged by an Damaging Move or Attack.",3/5/2021 22:15:12,3/5/2021 22:15:12
408,Razor Wind,Normal,EOT,2,8,Special,"10, 3 Targets, Set-Up",The user attacks with Razor Wind. Razor Wind is a Critical Hit on 18+.,3/5/2021 22:15:12,3/5/2021 22:15:12
409,Recover,Normal,Daily x2,,,Status,Self,The user regains Hit Points equal to half of its full Hit Point value.,3/5/2021 22:15:12,3/5/2021 22:15:12
410,Recycle,Normal,Scene,,,Status,Self,The effect of a consumable item used earlier in the encounter is used again as if it had not been destroyed. The item is still gone.,3/5/2021 22:15:12,3/5/2021 22:15:12
411,Reflect Type,Normal,Scene,2,,Status,"Melee, 1 Target",Reflect Type changes one of the user’s Types into one Type of your choice that the target has for the rest of the scene.,3/5/2021 22:15:12,3/5/2021 22:15:12
412,Refresh,Normal,Scene x2,,,Status,Self,"The user is cured of all Poison, Burns, and Paralysis.",3/5/2021 22:15:12,3/5/2021 22:15:12
413,Relic Song,Normal,Scene,2,8,Special,"Burst 3, Friendly, Sonic","All Legal Targets fall Asleep on 16+. As long as Meloetta knows Relic Song, it may change between Aria Form and Step Form as a Swift Action when using Relic Song, or as a Standard Action otherwise. Both Aria and Step Form must be statted with the same HP Stat.",3/5/2021 22:15:12,3/5/2021 22:15:12
414,Retaliate,Normal,Scene x2,2,7,Physical,"Melee, 1 Target",Retaliate’s Damage Base is doubled to DB 14 (4d10+15 / 40) if an ally has been Fainted by a Damaging Move used by the Target in the last 2 rounds of Combat.,3/5/2021 22:15:12,3/5/2021 22:15:12
415,Return,Normal,At-Will,2,,Physical,"Melee, 1 Target",Return’s Damage Base is equal to 3 plus the user’s Loyalty Value.,3/5/2021 22:15:12,3/5/2021 22:15:12
416,Roar,Normal,Scene,2,,Status,"Burst 1, Sonic, Social","When declaring Roar, the user does nothing and may not Shift. At the end of the round, the user Shifts and uses Roar. Targets hit by Roar immediately Shift away from the target using their highest usable movement capability, and towards their Trainer if possible. If the target is an owned Pokémon and ends this shift within 6 meters of their Poké Ball, they are immediately recalled to their Poké Ball. If that Trainer sends out a replacement, they do not lose their Pokémon turn.",3/5/2021 22:15:12,3/5/2021 22:15:12
417,Rock Climb,Normal,At-Will,5,8,Physical,"Melee, 1 Target, Dash",Rock Climb Confuses the target on 17+.,3/5/2021 22:15:12,3/5/2021 22:15:12
418,Round,Normal,EOT,2,,Special,"Burst 1, Sonic","Round’s Damage Base is equal to 6, plus +2 more for each previous use of Round by any Trainer or Pokémon this round, up to a maximum of DB12.",3/5/2021 22:15:12,3/5/2021 22:15:12
419,Safeguard,Normal,Scene,,,Status,Blessing,"Blessing – Any user affected by Safeguard may activate it when receiving a Status Affliction to ignore the effects of that Status Affliction on their next turn. Safeguard may be activated 3 times, and then disappears.",3/5/2021 22:15:12,3/5/2021 22:15:12
420,Scary Face,Normal,EOT,2,,Status,"4, 1 Target, Social",The target’s Speed is lowered 2 Combat Stages.,3/5/2021 22:15:12,3/5/2021 22:15:12
421,Scratch,Normal,At-Will,2,4,Physical,"Melee, Pass",None,3/5/2021 22:15:12,3/5/2021 22:15:12
422,Screech,Normal,EOT,4,,Status,"Burst 2, Friendly, Sonic",All Legal Targets have their Defense lowered 2 Combat Stages.,3/5/2021 22:15:12,3/5/2021 22:15:12
423,Secret Power,Normal,At-Will,2,7,Special,"4, 1 Target, Environ",Secret Power’s effect depends on Environ. Secret Power’s effect activates on 17+.,3/5/2021 22:15:12,3/5/2021 22:15:12
424,Self-Destruct,Normal,Daily,2,20,Physical,Burst 3,The user’s Hit Points are set to -50% of their full Hit Point value. This Hit Point loss may not be prevented or reduced in any way. The user’s loyalty toward its trainer may be lowered.,3/5/2021 22:15:12,3/5/2021 22:15:12
425,Sharpen,Normal,At-Will,,,Status,Self,Raise the user’s Attack 1 Combat Stage.,3/5/2021 22:15:12,3/5/2021 22:15:12
426,Shell Smash,Normal,Scene,,,Status,Self,"Raise the user’s Attack 2 Combat Stages, raise the user’s Special Attack 2 Combat Stages and raise the user’s Speed 2 Combat Stages. Lower the user’s Defense 1 Combat Stage and lower the user’s Special Defense 1 Combat Stage.",3/5/2021 22:15:12,3/5/2021 22:15:12
427,Simple Beam,Normal,Scene,2,,Status,"6, 1 Target",You choose one of the target’s Abilities. Simple Beam changes that Ability to Simple for the remainder of the encounter.,3/5/2021 22:15:12,3/5/2021 22:15:12
428,Sing,Normal,Scene,10,,Status,"Burst 2, Friendly, Sonic","All legal Targets fall Asleep. On a miss, Sing instead causes targets to become Slowed and suffer a -2 penalty to their Evasion until the end of the user’s next turn.",3/5/2021 22:15:12,3/5/2021 22:15:12
429,Sketch,Normal,Daily,,,Status,"15, 1 Target","Sketch cannot miss. Once Sketch has been used, remove Sketch from the user’s Move list. The last Move that the target used is added to the user’s Move list permanently. Sketch may not be Interrupted or Intercepted.",3/5/2021 22:15:12,3/5/2021 22:15:12
430,Skull Bash,Normal,Scene x2,2,13,Physical,"Melee, 1 Target, Dash, Push, Set-Up",The user may attack with Skull Bash. The target is pushed 3 meters.,3/5/2021 22:15:12,3/5/2021 22:15:12
431,Slack Off,Normal,Daily x2,,,Status,Self,The user regains Hit Points equal to half of its full Hit Points.,3/5/2021 22:15:12,3/5/2021 22:15:12
432,Slam,Normal,At-Will,6,8,Physical,"Melee, 1 Target, Dash","Slam may be used as a Free Action at the end of a Sprint Maneuver taken as a Standard Action, as long as the user Shifted at least 3 meters in a straight line towards the target. When used this way, Slam gains the Smite keyword.",3/5/2021 22:15:12,3/5/2021 22:15:12
433,Slash,Normal,EOT,2,7,Physical,"Melee, Pass",Slash is a Critical Hit on 18+.,3/5/2021 22:15:12,3/5/2021 22:15:12
434,Sleep Talk,Normal,Scene,,,Status,Self,"Select another of the user’s Moves at random; this turn, the user may Shift and use that Move despite being Asleep. Sleep Talk can be only be used by Sleeping targets.",3/5/2021 22:15:12,3/5/2021 22:15:12
435,Smelling Salts,Normal,Scene x2,2,7,Physical,"Melee, 1 Target","If the target is Paralyzed, Smelling Salt’s Damage Base is doubled to 14 (4d10+15 / 40), and cures the target of Paralysis.",3/5/2021 22:15:12,3/5/2021 22:15:12
436,Smokescreen,Normal,EOT,,,Status,"5, Ranged Blast 3","Smokescreen creates a blast of Smoke that covers the target area; the Smoke persists until the end of the encounter, or until Defog or Whirlwind are used. All targets attacking from or into the Smoke receive a -3 penalty to Accuracy.",3/5/2021 22:15:12,3/5/2021 22:15:12
437,Snore,Normal,EOT,2,5,Special,"Burst 1, Sonic",Snore Flinches all legal targets on 15+. Snore may only be used by Sleeping users.,3/5/2021 22:15:12,3/5/2021 22:15:12
438,Soft-Boiled,Normal,Daily x2,,,Status,"Melee, 1 Target",The target regains Hit Points equal to half of its full Hit Points. The user may target themselves with Soft-Boiled.,3/5/2021 22:15:12,3/5/2021 22:15:12
439,Sonic Boom,Normal,EOT,6,,Special,"8, 1 Target","Sonic Boom causes the target to lose 15 Hit Points. Sonic Boom is Special and interacts with other moves and effects as such ( Special Evasion may be applied to avoid it, Mirror Coat can reflect it, etc. )",3/5/2021 22:15:12,3/5/2021 22:15:12
440,Spike Cannon,Normal,EOT,4,3,Physical,"6, 1 Target, Five Strike",None,3/5/2021 22:15:12,3/5/2021 22:15:12
441,Spit Up,Normal,Scene,2,,Special,"4, 1 Target","For each Stockpiled Count the user has, Spit Up’s Damage Base is increased by +8. If the user has no Stockpiled count, Spit Up cannot be used.",3/5/2021 22:15:12,3/5/2021 22:15:12
442,Splash,Normal,At-Will,,,Status,Self,"Shift Action - The user may make a single Jump, adding +1 to their Long Jump and High Jump values, and gains +2 Evasion until the end of their next turn.",3/5/2021 22:15:12,3/5/2021 22:15:12
443,Stockpile,Normal,EOT,,,Status,Self,"The user adds 1 to their Stockpiled count to a maximum of 3. For each number a Stockpiled count is above 0, raise the user’s Defense 1 Combat Stage and raise the user’s Special Defense 1 Combat Stage. If a Stockpiled count is set to 0, the Combat Stages gained from the Stockpiled count are removed.",3/5/2021 22:15:12,3/5/2021 22:15:12
444,Stomp,Normal,EOT,2,7,Physical,"Melee, 1 Target","Stomp Flinches the target on 15+. If the target is at least one size category smaller than the user, Stomp deals an additional 10 damage.",3/5/2021 22:15:12,3/5/2021 22:15:12
445,Strength,Normal,EOT,2,8,Physical,"Melee, 1 Target, Push","You may immediately initiate a Push Maneuver as a Free Action. The Maneuver automatically hits, but you must still make the Opposed Roll.",3/5/2021 22:15:12,3/5/2021 22:15:12
446,Substitute,Normal,Scene,,,Status,"Self, Illusion, Coat","The user loses 1/4 of their maximum Hit Points. This Hit Point loss cannot be prevented in any way. The user creates an Illusory Substitute Coat, which has Hit Points equal to 1/4th of the user’s full Hit Points +1. If the user would be hit by a Move or attack, instead the Substitute gets hit. Apply weakness, resistance and stats to the Substitute. The Substitute is immune to Status Afflictions and Status Moves. Moves with the Social or Sonic keywords completely ignore and bypass the Substitute. Once the Substitute has been destroyed, the user may be hit as normal. Substitute cannot be used if the user has less than 1/4 of their full Hit Points.",3/5/2021 22:15:12,3/5/2021 22:15:12
447,Super Fang,Normal,Scene,4,,Physical,"Melee, 1 Target",The target loses 1/2 of their current Hit Points.,3/5/2021 22:15:12,3/5/2021 22:15:12
448,Supersonic,Normal,Scene x2,6,,Status,"4, 1 Target, Sonic","The target becomes Confused. On miss, the target suffers a -2 penalty to Accuracy Rolls for one full round.",3/5/2021 22:15:12,3/5/2021 22:15:12
449,Swagger,Normal,EOT,5,,Status,"6, 1 Target, Social",The target’s Attack is raised 2 Combat Stages. Swagger Confuses the target.,3/5/2021 22:15:12,3/5/2021 22:15:12
450,Swallow,Normal,Daily x2,,,Status,Self,"If the user’s Stockpiled count is 1, they are healed 25% of their full Hit Point value; if their Stockpiled count is 2, they are healed half of their full Hit Point value; if their Stockpiled count is 3, they are healed back to full Hit Points. After using Swallow, the user’s Stockpiled count is set to 0. If the user has no Stockpiled count, Swallow does nothing.",3/5/2021 22:15:12,3/5/2021 22:15:12
451,Sweet Scent,Normal,Scene,2,,Status,"Burst 2, Friendly",Targets hit by Sweet Scent gain a -2 Penalty to Evasion. (Total Evasion may not be lowered to a negative value. ),3/5/2021 22:15:12,3/5/2021 22:15:12
452,Swift,Normal,EOT,,6,Special,"8, Ranged Blast 2, Friendly",Swift cannot Miss.,3/5/2021 22:15:12,3/5/2021 22:15:12
453,Swords Dance,Normal,EOT,,,Status,Self,The user’s Attack is raised 2 Combat Stages.,3/5/2021 22:15:12,3/5/2021 22:15:12
454,Tackle,Normal,At-Will,2,4,Physical,"Melee, 1 Target, Dash, Push",The target is pushed 2 Meters.,3/5/2021 22:15:12,3/5/2021 22:15:12
455,Tail Slap,Normal,EOT,4,3,Physical,"Melee, 1 Target, Five Strike",None,3/5/2021 22:15:12,3/5/2021 22:15:12
456,Tail Whip,Normal,At-Will,2,,Status,"Burst 1, Friendly",All legal targets have their Defense lowered by 1 Combat Stage.,3/5/2021 22:15:12,3/5/2021 22:15:12
457,Take Down,Normal,EOT,5,9,Physical,"Melee, 1 Target, Dash, Recoil 1/3",You may perform a Trip Maneuver against the target as a Free Action.,3/5/2021 22:15:12,3/5/2021 22:15:12
458,Techno Blast,Normal,Scene,2,12,Special,"6, Ranged Blast 2",Techno Blast’s Type can be any Type while holding the appropriate Drive item or Plate item.,3/5/2021 22:15:12,3/5/2021 22:15:12
459,Teeter Dance,Normal,Scene,2,,Status,Burst 1,Teeter Dance Confuses all Legal Targets.,3/5/2021 22:15:12,3/5/2021 22:15:12
460,Thrash,Normal,Scene x2,3,12,Physical,"Melee, all adjacent foes, Smite","After damage is dealt, the user becomes Enraged and Confused.",3/5/2021 22:15:12,3/5/2021 22:15:12
461,Tickle,Normal,EOT,2,,Status,"Melee, 1 Target",Lower the target’s Attack 1 Combat Stage and lower the target’s Defense 1 Combat Stage.,3/5/2021 22:15:12,3/5/2021 22:15:12
462,Transform,Normal,At-Will,,,Status,"10, 1 Target","The user targets a Pokémon within 10 meters, and assumes the form of the target. It gains all of the user’s Moves, gains its Abilities, copies its weight and height and Capabilities. Transform lasts until the user is switched out, KO’d or until the end of the encounter. The user may choose to end the Transformation on its turn as a free action, regaining its previous Move List. The user’s Stats do not change from using Transform. Transform cannot miss.",3/5/2021 22:15:12,3/5/2021 22:15:12
463,Tri Attack,Normal,EOT,2,8,Special,"6, 1 target","Tri Attack gives the target a Status ailment on 17+ during Accuracy Check. If this effect is triggered, roll 1d3; on 1 the target is Paralyzed; on 2 the target is Burned; on 3 the target is Frozen.",3/5/2021 22:15:12,3/5/2021 22:15:12
464,Trump Card,Normal,EOT,2,6,Special,"6, 1 Target","Whenever Trump Card is used, the user gains a Trump Count after the attack is resolved. Trump Card’s Damage Base is increased by +2 for each Trump Count.",3/5/2021 22:15:12,3/5/2021 22:15:12
465,Uproar,Normal,EOT,2,5,Special,"Burst 1, Spirit Surge, Sonic",All Pokémon and Trainers within 5 meters of the user are cured of sleep.,3/5/2021 22:15:12,3/5/2021 22:15:12
466,Vice Grip,Normal,At-Will,2,6,Physical,"Melee, 1 Target",None,3/5/2021 22:15:12,3/5/2021 22:15:12
467,Weather Ball,Normal,EOT,2,5,Special,"8, 1 Target","If it is Sunny, Weather Ball is Fire-Type. If it is Rainy, Weather Ball is Water-Type. If it is Hailing, Weather Ball is Ice-Type. If it is Sandstorming, Weather Ball is Rock-Type. When a weather effect is on the field, Weather Ball has a Damage Base of 10 (3d8+10 / 24). If there are multiple Weather Effects on the field, choose one type for Weather Ball to be that corresponds with an existing Weather Effect.",3/5/2021 22:15:12,3/5/2021 22:15:12
468,Whirlwind,Normal,Scene x2,2,,Status,Line 6,"All targets are pushed X meters, where X is 8 minus their weight class. If the Line targets into a Smokescreen, the smoke is dispersed. All hazards in the Whirlwind are destroyed.",3/5/2021 22:15:12,3/5/2021 22:15:12
469,Wish,Normal,Daily x2,,,Status,"15, 1 Target","At the end of the user’s next turn, the target regains Hit Points equal to half of its full Hit Point value. If the user targets themselves and are replaced in battle, the replacement is healed.",3/5/2021 22:15:12,3/5/2021 22:15:12
470,Work Up,Normal,EOT,,,Status,Self,Raise the user’s Attack 1 Combat Stage and raise the user’s Special Attack 1 Combat Stage.,3/5/2021 22:15:12,3/5/2021 22:15:12
471,Wrap,Normal,Static,,,Static,Static,"The user gains a +1 Bonus to Accuracy Rolls made to initiate Grapple Maneuvers, and +2 to Skill Checks made to initiate Grapple Maneuvers or gain Dominance. Whenever the user gains Dominance in a Grapple, the target of the Grapple loses a Tick of Hit Points.",3/5/2021 22:15:12,3/5/2021 22:15:12
472,Wring Out,Normal,Scene x2,2,12,Special,"Melee, 1 Target","For every 10% the target is below their full Hit Points, Wring Out’s Damage Base is reduced by 1.",3/5/2021 22:15:12,3/5/2021 22:15:12
473,Yawn,Normal,Scene x2,,,Status,"2, 1 Target, Social",The target falls Asleep at the end of their next turn. Yawn cannot miss.,3/5/2021 22:15:12,3/5/2021 22:15:12
474,Acid,Poison,At-Will,2,4,Special,Cone 2,Acid lowers the target’s Special Defense 1 Combat Stage on 18+.,3/5/2021 22:15:12,3/5/2021 22:15:12
475,Acid Armor,Poison,Scene,,,Status,"Self, Set-Up","The user gains +1 Defense Combat Stage, and then stops being liquified.",3/5/2021 22:15:12,3/5/2021 22:15:12
476,Acid Spray,Poison,EOT,2,4,Special,"4, 1 Target",Acid Spray lowers the target’s Special Defense 2 Combat Stages.,3/5/2021 22:15:12,3/5/2021 22:15:12
477,Belch,Poison,Scene x2,4,12,Special,Cone 2,Belch cannot be used if the user has not traded in a Digestion Buff during this Scene.,3/5/2021 22:15:12,3/5/2021 22:15:12
478,Clear Smog,Poison,Scene x2,,5,Special,"6, 1 Target","The target’s Combat Stages are reset to their default, and all Coats on the target are destroyed. Clear Smog cannot miss.",3/5/2021 22:15:12,3/5/2021 22:15:12
479,Coil,Poison,Scene x2,,,Status,Self,"Raise the user’s Attack 1 Combat Stage, raise the user’s Defense 1 Combat Stage, and the user gains +1 Accuracy.",3/5/2021 22:15:12,3/5/2021 22:15:12
480,Cross Poison,Poison,EOT,2,7,Physical,"Melee, Pass","Cross Poison is a Critical Hit on 18+, and Poisons the target on 19+.",3/5/2021 22:15:12,3/5/2021 22:15:12
481,Gastro Acid,Poison,Scene,2,,Status,"4, 1 Target","The target’s Ability is disabled until the end of the encounter. If the target has more than one Ability, you choose one of them to disable.",3/5/2021 22:15:12,3/5/2021 22:15:12
482,Gunk Shot,Poison,Daily x2,5,12,Physical,"6, 1 Target, Smite",Gunk Shot Poisons the Target on 15+.,3/5/2021 22:15:12,3/5/2021 22:15:12
483,Poison Fang,Poison,EOT,2,5,Physical,"Melee, 1 Target",Poison Fang Badly Poisons the target on 17+.,3/5/2021 22:15:12,3/5/2021 22:15:12
484,Poison Gas,Poison,Scene,6,,Status,Burst 1 or Cone 2,Poison Gas Poisons all Legal Targets.,3/5/2021 22:15:12,3/5/2021 22:15:12
485,Poison Jab,Poison,EOT,2,8,Physical,"Melee, 1 Target",Poison Jab Poisons the target on 15+.,3/5/2021 22:15:12,3/5/2021 22:15:12
486,Poison Powder,Poison,EOT,6,,Status,"4, 1 Target, Powder",The target is Poisoned.,3/5/2021 22:15:12,3/5/2021 22:15:12
487,Poison Sting,Poison,At-Will,2,2,Physical,"6, 1 Target",Poison Sting Poisons the target on 17+.,3/5/2021 22:15:12,3/5/2021 22:15:12
488,Poison Tail,Poison,At-Will,2,5,Physical,"Melee, 1 Target","Poison Tail is a Critical Hit on 18+, and Poisons the target on 19+.",3/5/2021 22:15:12,3/5/2021 22:15:12
489,Sludge,Poison,EOT,2,7,Special,"6, 1 Target",Sludge Poisons the target on 15+.,3/5/2021 22:15:12,3/5/2021 22:15:12
490,Sludge Bomb,Poison,EOT,2,9,Special,"8, 1 Target",Sludge Bomb Poisons the target on 15+.,3/5/2021 22:15:12,3/5/2021 22:15:12
491,Sludge Wave,Poison,Scene x2,2,10,Special,Burst 1 or Close Blast 2,Sludge Wave Poisons targets on 19+.,3/5/2021 22:15:12,3/5/2021 22:15:12
492,Smog,Poison,At-Will,7,3,Special,Line 2,Smog Poisons the target on an Even-Numbered Roll.,3/5/2021 22:15:12,3/5/2021 22:15:12
493,Toxic,Poison,Scene x2,4,,Status,"4, 1 Target","The target is Badly Poisoned. If the user is Poison Type, Toxic cannot miss.",3/5/2021 22:15:12,3/5/2021 22:15:12
494,Toxic Spikes,Poison,EOT,,,Status,"6, Hazard","Set 8 square meters of Toxic Spikes, all 8 meters must be adjacent with at least one other space of Toxic Spikes next to each other. Toxic Spikes cause Terrain to become Slow Terrain, and a grounded foe that runs into the hazard becomes Poisoned, and Slowed until the end of their next turn. If there are 2 Layers of Toxic Spikes on the same space, it Deadly Poisons the foes instead. Poison-Type Pokémon may move over Toxic Spikes harmlessly, destroying the Hazards as they do so.",3/5/2021 22:15:12,3/5/2021 22:15:12
495,Venom Drench,Poison,EOT,,,Status,Cone 2,"All Poisoned targets have their Attack, Special Attack, and Speed lowered by 1 Combat Stage. Venom Drench cannot miss.",3/5/2021 22:15:12,3/5/2021 22:15:12
496,Venoshock,Poison,Scene x2,2,7,Special,"6, 1 Target","If the target is Poisoned, Venoshock has a Damage Base of 13 (4d10+10 / 35) instead.",3/5/2021 22:15:12,3/5/2021 22:15:12
497,Agility,Psychic,EOT,,,Status,Self,Raise the user’s Speed 2 Combat Stages.,3/5/2021 22:15:12,3/5/2021 22:15:12
498,Ally Switch,Psychic,Scene,,,Status,"6, 1 Target, Interrupt","Ally Switch may be declared during a foe’s turn as an Interrupt. The user chooses one willing ally within 6 meters; the target and the user switch places. If the ally was a target of a Move, the user is now the target; If the user was a target of a Move, the ally is now the target.",3/5/2021 22:15:12,3/5/2021 22:15:12
499,Amnesia,Psychic,EOT,,,Status,Self,Raise the user’s Special Defense 2 Combat Stages.,3/5/2021 22:15:12,3/5/2021 22:15:12
500,Barrier,Psychic,Scene x2,,,Status,Hazard,"The user creates a Barrier of psychic energy. The user places up to 4 segments of Barrier; each segment must be continuous with another segment, and at least one must be adjacent to the user. These barriers count as blocking terrain and last until the end of the encounter or until they are destroyed. Each Barrier segment is 2 meters tall, 1 meter wide, and 2 centimeters thick. Each segment has 20 Hit Points, 15 Damage Reduction, and takes damage as if it was Psychic Typed.",3/5/2021 22:15:12,3/5/2021 22:15:12
501,Calm Mind,Psychic,EOT,,,Status,Self,Raise the user’s Special Attack 1 Combat Stage and raise the user’s Special Defense 1 Combat Stage.,3/5/2021 22:15:12,3/5/2021 22:15:12
502,Confusion,Psychic,At-Will,2,5,Special,"6, 1 Target",Confusion Confuses the target on 19+.,3/5/2021 22:15:12,3/5/2021 22:15:12
503,Cosmic Power,Psychic,EOT,,,Status,Self,Raise the user’s Defense 1 Combat Stage and raise the user’s Special Defense 1 Combat Stage.,3/5/2021 22:15:12,3/5/2021 22:15:12
504,Dream Eater,Psychic,EOT,2,10,Special,"Melee, 1 Target","Dream Eater can only target Sleeping Pokémon or Trainers. After the target takes damage, the user gains Hit Points equal to half of the damage they dealt to the target. Dream Eater does not wake up sleeping targets.",3/5/2021 22:15:12,3/5/2021 22:15:12
505,Extrasensory,Psychic,EOT,2,8,Special,"5, 1 Target",Extrasensory Flinches the target on 19+.,3/5/2021 22:15:12,3/5/2021 22:15:12
506,Future Sight,Psychic,Scene x2,,12,Special,"10, 1 Target","Future Sight does nothing on the turn it is used. At the end of the user’s next turn, Future Sight hits, even if the user is no longer on the field. Future Sight cannot miss.",3/5/2021 22:15:12,3/5/2021 22:15:12
507,Gravity,Psychic,Daily x2,,,Status,Field,"For 5 rounds, the area is considered Warped. While Warped, Moves that involve the user being airborne may not be used. Pokémon cannot use Sky or Levitate Capabilities to end their turn at an altitude higher than 1 meter. Flying-Types and Pokémon with the Ability Levitate are no longer immune to Ground- Type Moves. All Accuracy Rolls receive a +2 Bonus.",3/5/2021 22:15:12,3/5/2021 22:15:12
508,Guard Split,Psychic,Scene,,,Status,"Melee, 1 Target","The target loses 5 Defense and 5 Special Defense. If they do, the user gains 5 Damage Reduction. These effects last until the end of the scene.",3/5/2021 22:15:12,3/5/2021 22:15:12
509,Guard Swap,Psychic,Scene,,,Status,"Melee, 1 Target","The user and the target trade Combat Stage values for the Defense Stat, and then for the Special Defense Stat.",3/5/2021 22:15:12,3/5/2021 22:15:12
510,Heal Block,Psychic,EOT,2,,Status,"6, 1 Target","Until the end of the encounter, the target may not gain Hit Points or Temporary Hit Points from any source. This effect ends if the target is switched out or Takes a Breather.",3/5/2021 22:15:12,3/5/2021 22:15:12
511,Healing Wish,Psychic,Daily,,,Status,"6, 1 Target","The user immediately Faints, lowering its HP to 0. The user takes no Injuries from HP Markers when using Healing Wish. The target is immediately cured of up to 3 injuries, healed to their Maximum Hit Points, and has the Frequency of all Moves restored. Healing Wish may target a Pokémon in a Poké Ball. Healing Wish does not restore the Frequency of Healing Wish or Lunar Dance. Injuries healed through Healing Wish count toward the total number of Injuries that can be healed each day, and this healing is limited by the same.",3/5/2021 22:15:12,3/5/2021 22:15:12
512,Heal Pulse,Psychic,Daily x2,,,Status,"6, 1 Target, Aura",Restores 50% of the target’s max Hit Points. Heal Pulse’s user may not target itself with Heal Pulse.,3/5/2021 22:15:12,3/5/2021 22:15:12
513,Heart Stamp,Psychic,EOT,2,6,Physical,"Melee, 1 Target",Heart Stamp Flinches the target on 15+.,3/5/2021 22:15:12,3/5/2021 22:15:12
514,Heart Swap,Psychic,Daily,,,Status,"10, 2 Targets",The targets trade Combat Stage values for each Stat.,3/5/2021 22:15:12,3/5/2021 22:15:12
515,Hypnosis,Psychic,Scene x2,6,,Status,"4, 1 Target",The target falls Asleep.,3/5/2021 22:15:12,3/5/2021 22:15:12
516,Imprison,Psychic,Scene x2,,,Status,"10, 1 Target",The target is Locked for the rest of the Scene. A Locked target may not use any Moves the user knows. Imprison cannot miss.,3/5/2021 22:15:12,3/5/2021 22:15:12
517,Kinesis,Psychic,Scene,,,Status,"6, 1 Target, Trigger, Interrupt","If the user or an Ally within 6 meters is about to be hit by an attack, the user may use Kinesis as an interrupt. The triggering Accuracy Roll receives a -4 penalty. This may cause Moves to miss.",3/5/2021 22:15:12,3/5/2021 22:15:12
518,Light Screen,Psychic,Scene,,,Status,Blessing,"Blessing – Any user affected by Light Screen may activate it when receiving Special Damage to resist the Damage one step. Light Screen may be activated 2 times, and then disappears.",3/5/2021 22:15:12,3/5/2021 22:15:12
519,Lunar Dance,Psychic,Daily,,,Status,"8, 1 Target","The user immediately Faints, lowering its Hit Points to 0. The user takes no Injuries from Hit Point Markers when using Lunar Dance. The target is immediately cured of up to 3 injuries, healed to their Maximum Hit Points, and has the Frequency of all Moves restored. Lunar Dance may target a Pokémon in a Poké Ball. Lunar Dance does not restore the Frequency of Healing Wish or Lunar Dance. Injuries healed through Lunar Dance count toward the total number of Injuries that can be healed each day, and this healing is limited by the same.",3/5/2021 22:15:12,3/5/2021 22:15:12
520,Luster Purge,Psychic,Scene x2,2,7,Special,"12, 1 Target",Luster Purge lowers the target’s Special Defense by 1 Combat Stage on an Even-Numbered Roll.,3/5/2021 22:15:12,3/5/2021 22:15:12
521,Magic Coat,Psychic,Daily,,,Status,"4, Interrupt, Trigger","If the user is about to get a hit by a Move that does not have a Damage Dice Roll, they may use Magic Coat as an Interrupt. The Interrupted Move’s user is treated as if they were the target of their own Move, with the user of Magic Coat as the user.",3/5/2021 22:15:12,3/5/2021 22:15:12
522,Magic Room,Psychic,Daily x2,,,Status,Field,"The area becomes Useless for 5 rounds. While Useless, Pokémon may not benefit from the effects of any Held Items, and Trainers cannot benefit from any Accessory-Slot equipment. This does not affect consumable or activated items, only Items with Static effects or Triggers.",3/5/2021 22:15:12,3/5/2021 22:15:12
