id,name,frequency,actionType,trigger,target,effect,createdAt,updatedAt
383,Sticky Hold,Static,,,,"The Pokémon’s held items cannot be stolen, switched, destroyed or dropped.",3/7/2021 0:43:28,3/7/2021 0:43:28
384,Sticky Smoke,Scene,Free Action,,,Connection - Smokescreen. All targets that begin or end their turn in the target’s Smokescreen have their Accuracy lowered by -1. This penalty may occur multiple times. This stacks with the usual penalties from Smokescreen.,3/7/2021 0:43:28,3/7/2021 0:43:28
385,Storm Drain,Scene,Free Action,A ranged Water Type Move is used within 10 Meters of the user.,,"The Move is turned into a 1-Target Move and is re-directed at the user without fail, and cannot miss. This negates Lock-On or Mind Reader. The user’s Special Attack is then raised by +1 Combat Stage.Bonus: The user is immune to the damage and effects of Water Type attacks.",3/7/2021 0:43:28,3/7/2021 0:43:28
386,Strange Tempo At-Will -,Special,,,,"While Confused, the user may choose either to 1) As a Free Action, not to roll for Confusion, instead acting normally or 2) As a Standard Action, cure themselves of Confusion and gain +2 Combat Stages to the Stat of their choice.",3/7/2021 0:43:28,3/7/2021 0:43:28
387,Strong Jaw,Static,,,,"The user has the Damage Base of the following Moves increased by +2; Bite, Bug Bite, Crunch, Fire Fang, Ice Fang, Thunder Fang, Poison Fang, and Hyper Fang.",3/7/2021 0:43:28,3/7/2021 0:43:28
388,Sturdy,Static,,,,"The user is immune to Moves with the Execute Keyword. If a single source of Damage or Hit Point Loss would cause the user to lose more than X Hit Points, the damage or Hit Point loss is instead reduced to X. X is equal to 50% of their Max Hit Points.",3/7/2021 0:43:28,3/7/2021 0:43:28
389,Suction Cups,At-Will,Shift Action,,,The user gains +5 Damage Reduction for 1 full round. Bonus: The user is immune to Push effects.,3/7/2021 0:43:28,3/7/2021 0:43:28
390,Sumo Stance,At-Will,Shift Action,The user hits a foe with a Melee Attack,,The triggering foe is Pushed 1 meter away from the user and the user is immune to Push Effects for 1 full round. Bonus: The user’s Weight Class is increased by +1.,3/7/2021 0:43:28,3/7/2021 0:43:28
391,Sun Blanket,Daily x5,Swift Action,The user gains Initiative.,,The user gains a Tick of Hit Points. Sun Blanket may only be triggered while the user is under 50% Hit Points or in Sunny Weather.,3/7/2021 0:43:28,3/7/2021 0:43:28
392,Sunglow,Daily,Swift Action,,,"The user may activate Sunglow while exposed to sunlight to become Radiant. As a Swift Action, the user may expend the Radiant condition to gain +2 Attack CS and +2 Accuracy for the rest of the Scene.",3/7/2021 0:43:28,3/7/2021 0:43:28
393,Super Luck,Static,,,,"The Pokémon’s Moves are Critical Hits on 18-20. If a Move already has an extended Critical Hit range, Super Luck extends that range by 2.",3/7/2021 0:43:28,3/7/2021 0:43:28
394,Swarm,Static,,,,The user gains Last Chance with Bug.,3/7/2021 0:43:28,3/7/2021 0:43:28
395,Sway,Scene,Standard Action,(Interrupt) The user is hit by a damaging Melee attack,,The triggering attack misses the user and hits the foe that made the attack instead. That foe may then be pushed to any empty square adjacent to the user.,3/7/2021 0:43:28,3/7/2021 0:43:28
396,Sweet Veil,Static,,,,The user and allies within 3 meters are immune to Sleep.,3/7/2021 0:43:28,3/7/2021 0:43:28
397,Swift Swim,Static,,,,"While in Rainy Weather or under 50% Max Hit Points, the user’s Initiative is doubled.",3/7/2021 0:43:28,3/7/2021 0:43:28
398,Symbiosis,Scene,Swift Action,,An adjacent ally,"The user choses a Held Item they are holding. If the target is willing, they also gain the effects of the chosen item for the rest of the Scene. Items that are activated at a frequency may be activated independently by the user and the the target.",3/7/2021 0:43:28,3/7/2021 0:43:28
399,Synchronize,Scene,Free Action,"The user is Paralyzed, Frozen, Burned, Poisoned, or put to Sleep.",,The foe which caused the Status Condition is given the same Status they inflicted.,3/7/2021 0:43:28,3/7/2021 0:43:28
400,Tangled Feet,Static,,,,"While Confused or Slowed, the user gains +3 Evasion. The user is immune to the Vulnerable Condition.",3/7/2021 0:43:28,3/7/2021 0:43:28
401,Tangling Hair,At-Will,Free Action,,,"When the user is hit by a Melee attack, the attacker receives -1 Speed Combat Stage and is Slowed.",3/7/2021 0:43:28,3/7/2021 0:43:28
402,Targeting System,Scene,Free Action,,,Connection – Lock-On. The user may activate this Ability to use Lock-On as a Swift Action.,3/7/2021 0:43:28,3/7/2021 0:43:28
403,Teamwork,Static,,,,"While you are adjacent to an opponent, allies using Melee attacks against that opponent receive a +2 bonus to Accuracy Checks.",3/7/2021 0:43:28,3/7/2021 0:43:28
404,Technician,Static,,,,Moves with a Damage Base of 6 or lower have their Damage Base increased by +2. This bonus always applies to Moves with the Double Strike or Fivestrike Keywords.,3/7/2021 0:43:28,3/7/2021 0:43:28
405,Telepathy,Static,,,,"The user gains +1 Evasion. Whenever an Ally uses a damaging area-of-effect attack that would hit you, you may Disengage as a Free Action before the attack resolves.",3/7/2021 0:43:28,3/7/2021 0:43:28
406,Teravolt,Static,,,,"The user’s Electric-Type Attacks ignore the effect of enemies’ Defensive Abilities, and if they would be resisted they deal neutral damage instead.",3/7/2021 0:43:28,3/7/2021 0:43:28
407,Thermosensitive,Static,,,,"While Sunny, the user’s Attack and Special Attack are raised by +2 combat stages each. While Hailing, the user’s movement capabilities are reduced by half.",3/7/2021 0:43:28,3/7/2021 0:43:28
408,Thick Fat,Static,,,,The user resists Fire-Type and Ice-Type attacks one step further.,3/7/2021 0:43:28,3/7/2021 0:43:28
409,Thrust,Static,,,,"All moves used by this Pokémon which consult the Attack stat now have the Push keyword. The default push for moves is 1 meter. If a move already has the Push Keyword, that move may push 1 additional meter.",3/7/2021 0:43:28,3/7/2021 0:43:28
410,Thunder Boost,At-Will,Free Action,An adjacent Ally uses a damaging Electric- Type Move,,The allied target gains a +5 Bonus to its damage roll with the triggering Move. A target may not benefit from more than one instance of Thunder Boost at a time.,3/7/2021 0:43:28,3/7/2021 0:43:28
411,Tingle,At-Will,Free Action,The user hits an adjacent target foe with a 1-Target attack,,The target loses a Tick of Hit Points and takes a -5 penalty to Damage Rolls for 1 full round.,3/7/2021 0:43:28,3/7/2021 0:43:28
412,Tingly Tongue,Scene x2,Free Action,The user hits a target with Lick,,"Connection – Lick. Lick’s Damage Roll gains a 10 Bonus and automatically paralyses its target. On a roll of 15+, the target automatically fails its Paralysis Save Check on its next turn.",3/7/2021 0:43:28,3/7/2021 0:43:28
413,Tinted Lens,Static,,,,The user’s Resisted Moves are instead Neutral. The user’s Doubly Resisted Moves are instead Resisted. The user’s Triply Resisted Moves are instead Double Resisted.,3/7/2021 0:43:28,3/7/2021 0:43:28
414,Tochukaso,Static,,,,The user resists Bug-Type and Poison-Type attacks one step further.,3/7/2021 0:43:28,3/7/2021 0:43:28
415,Tolerance,Static,,,,Any Types resisted by the user are resisted one step further.,3/7/2021 0:43:28,3/7/2021 0:43:28
416,Tonguelash,Scene x2,Free Action,The user hits a target with Lick,,Connection – Lick. Lick automatically Paralyzes and Flinches its target. Bonus: The user may use Lick as if it was Normal-Typed.,3/7/2021 0:43:28,3/7/2021 0:43:28
417,Torrent,Static,,,,The user gains Last Chance with Water.,3/7/2021 0:43:28,3/7/2021 0:43:28
418,Tough Claws,Static,,,,The user increases the Damage Base of all Melee Moves by +2.,3/7/2021 0:43:28,3/7/2021 0:43:28
419,Toxic Boost,Scene,Swift Action,,,"The user gains +3 Attack and Special Attack Combat Stages. Toxic Boost may only be used while Poisoned or Badly Poisoned. Special: If the user has the Immunity Ability, they can still become Poisoned and Badly Poisoned but do not lose Hit Points from these conditions. ",3/7/2021 0:43:28,3/7/2021 0:43:28
420,Trace,Scene,Free Action,,A Trainer or Pokémon within 10 meters,"The Pokémon gains an Ability known by the Target for the remainder of the encounter, or until it is Fainted.",3/7/2021 0:43:28,3/7/2021 0:43:28
421,Transistor,Scene x2,Free Action,The user hits with a damaging Electric-Type Move,,"One target hit by the attack becomes one  stage more vulnerable to the attack (applied after all  other modifiers). Immune targets are treated as  initially double-resistant for the purposes of this  Ability, and may be damaged normally.",3/7/2021 0:43:28,3/7/2021 0:43:28
422,Transporter,Daily x3,Free Action,You Teleport,,Connection – Teleport. You activate Teleporter as if your Teleporter value were three times its normal value; or you may take one willing adjacent Pokémon or Trainer along with you as you teleport so long as you are touching them when you activate Transporter. You may expend two uses of Transporter at once to choose both effects.,3/7/2021 0:43:28,3/7/2021 0:43:28
423,Triage,Static,,,,The user’s Healing keyword Moves gain the Priority keyword.,3/7/2021 0:43:28,3/7/2021 0:43:28
424,Trinity,Static,,,,"Connection - Tri Attack. You may use Tri Attack as if it had a range of “Melee, 3 Targets”. Make a different attack roll for each target. If Tri-Attack’s effect range is activated, do not roll for the effect; the first target can only be Frozen, the second can only be Burned, and the third can only be Paralyzed. Additionally, you may use Tri-Attack as a Physical Attack if you wish.",3/7/2021 0:43:28,3/7/2021 0:43:28
425,Truant,Static,,,,"At the beginning of each of its turns, the user must roll 1d20. On a roll of 7 or lower, the target refuses to act; they heal a Tick of Hit Points, and do not get a Standard Action that turn. Turns in which the user refuses to act count towards turns used up by Interrupts or the Exhausted Condition, and the user may make Rolls to cure themselves from Status Effects with a +3 Bonus that turn.",3/7/2021 0:43:28,3/7/2021 0:43:28
426,Turboblaze,Static,,,,"The user’s Fire-Type Attacks ignore the effect of enemies’ Defensive Abilities, and if they would be resisted they deal neutral damage instead.",3/7/2021 0:43:28,3/7/2021 0:43:28
427,Twisted Power,Static,,,,The user adds half of their Attack Stat to the damage rolls of their Special Moves; and the user adds half of their Special Attack Stat to the damage of their Physical Moves. This does not change the Damage Class of any attack.,3/7/2021 0:43:28,3/7/2021 0:43:28
428,Type Aura,Static,,,,The user and all allies within 3 meters gain a +5 Bonus to Damage Rolls with Moves matching the user’s Primary Type.,3/7/2021 0:43:28,3/7/2021 0:43:28
429,Type Strategist,Static,,,,"Whenever the user uses a Move of the Type associated with Type Strategist, they gain +5 Damage Reduction for one full round. If they are under 1/3rd of their Maximum Hit Points, they instead gain +10 Damage Reduction.",3/7/2021 0:43:28,3/7/2021 0:43:28
430,Ugly,Static,,,,"The Pokémon’s Moves Flinch Targets on a roll of 19+. If a move already has a chance of Flinching foes, the Effect Range is increased by +2 instead. During the Introduction Stage of a Contest using this Pokémon, any 6s that are rolled instead count as 1s.",3/7/2021 0:43:28,3/7/2021 0:43:28
431,Unaware,Static,,,,"Whenever the user attacks, they ignore all positive Combat Stages to the target’s Defense, Special Defense, and Speed.",3/7/2021 0:43:28,3/7/2021 0:43:28
432,Unbreakable,Static,,,,The user gains Last Chance with Steel.,3/7/2021 0:43:28,3/7/2021 0:43:28
433,Unburden,Static,,,,"The default state of the user’s Speed is +2 Combat Stages. While holding a Held Item, the user’s Speed is lowered by 2 Combat Stages.",3/7/2021 0:43:28,3/7/2021 0:43:28
434,Unnerve,At-Will,Swift Action,,A foe within 6 meters,The target cannot gain positive Combat Stages or trade in Digestion Buffs for 1 full round.,3/7/2021 0:43:28,3/7/2021 0:43:28
435,Unseen Fist,Static,,,,"Reactions, Interrupts, and Blessings may not  be activated in response to the user’s Melee Attacks.",3/7/2021 0:43:28,3/7/2021 0:43:28
436,Vanguard,Static,,,,The user gains a +5 Bonus to all Damage Rolls against targets with an initiative lower than itself that have not yet acted that round (having Ante’d up your Action via an Interrupt or similar on a previous round does not count as having acted that round).,3/7/2021 0:43:28,3/7/2021 0:43:28
437,Venom,Static,,,,The user gains Last Chance with Poison.,3/7/2021 0:43:28,3/7/2021 0:43:28
438,Vicious Scene,Special,,The user uses Hone Claws,,"Connection – Hone Claws. When this Ability is activated, choose one effect; the user gains another Standard Action this round; or the user increase their Critical Hit Range on all attacks by +2 for the remainder of the encounter.",3/7/2021 0:43:28,3/7/2021 0:43:28
439,Victory Star,Static,,,,Any allied Pokémon in the encounter gain a +2 Bonus to Accuracy Rolls.,3/7/2021 0:43:28,3/7/2021 0:43:28
440,Vigor,Daily,Free Action,The user uses Endure,,"Connection – Endure. When this Ability is activated, after being set to 1 Hit Point, the user gains a Tick of Hit Points. Furthermore, if the Move that triggered Endure gave the user an Injury from Massive Damage, the user does not gain that Injury.",3/7/2021 0:43:28,3/7/2021 0:43:28
441,Vital Spirit,Static,,,,"The user is immune to the Sleep condition, and cannot use the move Rest.",3/7/2021 0:43:28,3/7/2021 0:43:28
442,Volt Absorb,Static,,,,"The user is immune to the damage and effects of Electric-Type attacks, and whenever they are hit with an Electric Type attack, they gain Hit Points equal to a Tick of Hit Points.",3/7/2021 0:43:28,3/7/2021 0:43:28
443,Voodoo Doll,Daily,Free Action,The user uses the Move Curse as a Ghost Type,,Connection - Curse. Choose an additional target within 8 meters of the user to become Cursed.,3/7/2021 0:43:28,3/7/2021 0:43:28
444,Wallmaster,Static,,,,"Connection – Barrier. Whenever the user uses Barrier, they may choose to either gain +2 Defense Combat Stages, or place 2 additional segments of Barrier.",3/7/2021 0:43:28,3/7/2021 0:43:28
445,Wandering Spirit,Scene,Free Action,(Reaction) The user is hit by a Melee attack,,"The user exchanges Wandering Spirit with a  random Ability of the opposing Pokémon, as per the Move Skill Swap.",3/7/2021 0:43:28,3/7/2021 0:43:28
446,Wash Away,Daily,Free Action,The user hits with a Water Type Move,,"Before the Move “hits”, all Combat Stages on targets hit by the Move are reset to their default (usually 0), and all coats on the targets, except ones placed by Water Sport, are destroyed.",3/7/2021 0:43:28,3/7/2021 0:43:28
447,Water Absorb,Static,,,,"The user is immune to the damage and effects of Water-Type attacks, and whenever they are hit with a Water Type attack, they gain a Tick of Hit Points.",3/7/2021 0:43:28,3/7/2021 0:43:28
448,Water Bubble,Static,,,,"The user resists Fire-Type attacks one step further, is immune to being Burned, and may always act as though in Rainy Weather.",3/7/2021 0:43:28,3/7/2021 0:43:28
449,Water Compaction,At-Will,Free Action,,,"Whenever the user is hit by a Water-Type Move, they receive +2 Defense Combat Stages.",3/7/2021 0:43:28,3/7/2021 0:43:28
450,Water Veil,Static,,,,The user is immune to Burns.,3/7/2021 0:43:28,3/7/2021 0:43:28
451,Wave Rider,Static,,,,"While in water, the user’s Speed Stat gains +4 Combat Stages. Remove these Combat Stages if the user exits the water.",3/7/2021 0:43:28,3/7/2021 0:43:28
452,Weak Armor,At-Will,Free Action,The user takes Physical damage.,,"The user may lower its Defense by 1 Combat Stage, and gain +1 Speed Combat Stage. This is done after the triggering damage is resolved.",3/7/2021 0:43:28,3/7/2021 0:43:28
453,Weaponize,Static,,,,"While being wielded as a Living Weapon and being actively Commanded as a Pokémon, the user may Intercept for its Wielder as a Free Action.",3/7/2021 0:43:28,3/7/2021 0:43:28
454,Weeble,At-Will,Standard Action,The user is hit by a damaging attack,,"The user may make an AC4 Physical Attack against an adjacent target. If the attack hits, the target loses Hit Points equal to 1/3rd of the damage taken by the user from the attack that triggered Weeble.",3/7/2021 0:43:28,3/7/2021 0:43:28
455,Weird Power,Static,,,,"If the user’s Attack is higher than its Special Attack, the user may add its Attack Stat to its Special Damage Rolls. If their Special Attack is higher, they user may add its Special Attack Stat to its Physical Damage Rolls. This does not stack with Mixed Power.",3/7/2021 0:43:28,3/7/2021 0:43:28
456,Whirlwind Kicks,Static,,,,"Connection – Triple Kick. When the user uses the Moves “Rapid Spin” or “Triple Kick”, they have a range of “Burst 1”.",3/7/2021 0:43:28,3/7/2021 0:43:28
457,White Flame,Static,,,,"The user may not make rolls to cure themselves from the Enraged condition. However, while Enraged, the user gains a +5 Bonus to all Damage Rolls.",3/7/2021 0:43:28,3/7/2021 0:43:28
458,White Smoke,Static,,,,"The user’s Combat Stages, Evasion, or Accuracy may not be lowered except by the user’s own Moves and effects.",3/7/2021 0:43:28,3/7/2021 0:43:28
459,Wily,Static,,,,Effect: The user's Status Class Moves may target an additional target within range. This does not apply to area-of-effect moves.,3/7/2021 0:43:28,3/7/2021 0:43:28
460,Windveiled,Static,,,,"The user is immune to the damage and effects of Flying-Type attacks. If the user is hit by a Flying-Type attack, the user gains +1 Speed CS.",3/7/2021 0:43:28,3/7/2021 0:43:28
461,Winter’s Kiss,Static,,,,"The user does not take damage from Ice-Type Moves. Whenever the user uses or is hit by an Ice- Type Move, the user is healed by a Tick of Hit Points.",3/7/2021 0:43:28,3/7/2021 0:43:28
462,Wishmaster,Static,,,,"Connection – Wish. Whenever the user uses Wish, the user may pick one of the following effects: the target is healed instantly instead of the following round; or the target gains +2 CS to the Stat of their choice upon being healed; or the target is cured of any Status Affliction.",3/7/2021 0:43:28,3/7/2021 0:43:28
463,Wistful Melody,Scene,Free Action,,,"Connection – Sing. Whenever the user uses Sing, they may activate to his Ability to cause targets that are targeted by Sing have their Attack and",3/7/2021 0:43:28,3/7/2021 0:43:28
464,Wobble,Scene,Free Action,The user is hit by a damaging attack,,"The user may use either Counter or Mirror Coat as a Reaction, ignoring Frequency.",3/7/2021 0:43:28,3/7/2021 0:43:28
465,Wonder Guard,Static,,,,Only damaging attacks that are Super-Effective affect the Pokémon with Wonder Guard; all other damaging attacks cannot hit the user or deal damage. Wonder Guard loses its effect if the user has no weaknesses.,3/7/2021 0:43:28,3/7/2021 0:43:28
466,Wonder Skin,Static,,,,The user gains +6 Evasion against Status Moves.,3/7/2021 0:43:28,3/7/2021 0:43:28
467,Zen Mode,Scene,Swift Action,,,"The user changes into Zen Mode forme for the rest of the Scene, and may use the Moves “Flamethrower” and “Psychic” as if they were on its Move List.",3/7/2021 0:43:28,3/7/2021 0:43:28
468,Zen Snowed,Scene,Swift Action,,,"The user changes into Zen Mode forme for the rest of the Scene, and may use the Moves “Ice Punch” and “Fire Punch” as if they were on its Move List.",3/7/2021 0:43:28,3/7/2021 0:43:28
